City,Region,Cluster,Baseline_Stability,Stability
Georgetown2,AUSTRALIA,D,0.555454658,0.658354182
Georgievsk,EUROPE,A,0.983337674,0.965560852
Gera,EUROPE,B,0.866816369,0.837467872
Geraldton1,AUSTRALIA,C,0.846419907,0.798333281
Geraldton2,NORTH AMERICA,A,0.983337674,0.97010967
Ghadamis,AFRICA,C,0.848272162,0.823020783
Ghanzi,AFRICA,C,0.845722395,0.761950781
Ghardaia,AFRICA,C,0.848272162,0.822045105
Gharyan,AFRICA,C,0.848272162,0.822933256
Ghat,AFRICA,C,0.847576205,0.817905354
Ghaziabad,ASIA,D,0.555454658,0.660366796
Ghazni,ASIA,C,0.286940124,0.356367739
Gibraltar,EUROPE,B,0.802774415,0.697978486
Giessen,EUROPE,B,0.867910591,0.843170211
Gifu,ASIA,B,0.76663205,0.739162398
Gijon,EUROPE,B,0.802774415,0.824413106
Gila Bend,NORTH AMERICA,C,0.845722395,0.791236336
Gilgit,ASIA,C,0.289231726,0.450340061
Gillette,NORTH AMERICA,A,0.82300186,0.777516371
Gimbi,AFRICA,D,0.653811845,0.635803749
Gimli,NORTH AMERICA,A,0.983337674,0.970112326
Gingin,AUSTRALIA,C,0.845722395,0.766068548
Gingoog,MALAY ARCHIPELAGO,E,0.973267257,0.973683463
Girardot,SOUTH AMERICA,E,0.973267257,0.973694477
Girga,AFRICA,C,0.847576205,0.821241483
Gisborne,POLYNESIA,B,0.779088721,0.786706368
Gitarama,AFRICA,D,0.656673658,0.723197236
Gitega,AFRICA,D,0.555454658,0.670225929
Giyon,AFRICA,D,0.555454658,0.660630921
Gjovik,EUROPE,A,0.983337674,0.970186027
Gladstone,AUSTRALIA,D,0.6566095,0.713235117
Glasgow1,NORTH AMERICA,A,0.983337674,0.956332632
Glasgow2,EUROPE,B,0.868270289,0.84421443
Glazov,EUROPE,A,0.983337674,0.970049893
Glendale,NORTH AMERICA,C,0.848272162,0.821727039
Glendive,NORTH AMERICA,C,0.286940124,0.362887087
Glenwood Springs,NORTH AMERICA,A,0.860834419,0.79580393
Gliwice,EUROPE,B,0.866816369,0.828712071
Goba,AFRICA,C,0.846419907,0.795874132
Gogrial,AFRICA,D,0.555454658,0.658260473
Goiana,SOUTH AMERICA,E,0.973267257,0.957515947
Goianesia,SOUTH AMERICA,D,0.656673658,0.725222699
Goiania,SOUTH AMERICA,D,0.656673658,0.726025986
Gold Coast,AUSTRALIA,B,0.05523315,0.253280664
Goldsboro,NORTH AMERICA,B,0.802774415,0.795173607
Golela,AFRICA,C,0.642606532,0.582610519
Golmud,ASIA,C,0.284952566,0.315173129
Golyshmanovo,ASIA,A,0.983337674,0.970081302
Goma,AFRICA,D,0.656673658,0.70401789
Gombe,AFRICA,D,0.555454658,0.661090662
Gomez Palacio,NORTH AMERICA,C,0.847576205,0.819069078
Gonaives,SOUTH AMERICA,D,0.555454658,0.692734877
Gonbad-e Kavus,ASIA,C,0.848272162,0.821619677
Gonder,AFRICA,D,0.555454658,0.65892098
Goodland,NORTH AMERICA,C,0.289231726,0.391146567
Goondiwindi,AUSTRALIA,C,0.847576205,0.806547778
Gorakhpur,ASIA,D,0.61815731,0.618956876
Gorgan,ASIA,C,0.848272162,0.786636857
Gorno Altaysk,ASIA,A,0.983337674,0.970065333
Gornyak,ASIA,A,0.983337674,0.970071776
Goroka,MELANESIA,E,0.973267257,0.97373378
Gorontalo,MALAY ARCHIPELAGO,E,0.973267257,0.945583539
Gorzow Wielkopolski,EUROPE,B,0.866816369,0.820147847
Goteborg,EUROPE,B,0.866816369,0.838688241
Gottingen,EUROPE,B,0.867910591,0.841810196
Goulburn,AUSTRALIA,B,0.802774415,0.729726156
Goulimine,AFRICA,C,0.847576205,0.806368995
Goundam,AFRICA,D,0.553492906,0.609700025
Goure,AFRICA,D,0.555454658,0.65792816
Governador Valadares,SOUTH AMERICA,D,0.656673658,0.727313444
Goya,SOUTH AMERICA,B,0.802774415,0.568313253
Goycay,ASIA,C,0.545495334,0.542232304
Graaff Reinet,AFRICA,C,0.847576205,0.809375184
Grafton,AUSTRALIA,D,0.514566317,0.592813847
Grahamstown,AFRICA,C,0.290070762,0.518242853
Granada1,SOUTH AMERICA,D,0.656673658,0.707026405
Granada2,EUROPE,C,0.848272162,0.767253679
Grand Bassam,AFRICA,D,0.61422517,0.62576039
Grand Canyon,NORTH AMERICA,C,0.288496112,0.373047776
Grand Forks,NORTH AMERICA,A,0.983337674,0.969996099
Grand Island,NORTH AMERICA,A,0.983337674,0.944283274
Grand Junction,NORTH AMERICA,C,0.289793935,0.409501008
Grand Prairie1,NORTH AMERICA,B,0.802774415,0.735114336
Grand Prairie2,NORTH AMERICA,A,0.983337674,0.970095166
Grand Rapids,NORTH AMERICA,B,0.866816369,0.825710101
Grand Turk,SOUTH AMERICA,D,0.656673658,0.716648574
Granja,SOUTH AMERICA,D,0.656673658,0.708212824
Grants Pass,NORTH AMERICA,C,0.848272162,0.699551721
Graz,EUROPE,B,0.866816369,0.832961393
Great Falls,NORTH AMERICA,A,0.983337674,0.89930775
Greeley,NORTH AMERICA,C,0.289793935,0.388725122
Green Bay,NORTH AMERICA,A,0.983337674,0.921550222
Green River,NORTH AMERICA,A,0.859884651,0.791191122
Greeneville,NORTH AMERICA,B,0.802774415,0.795971138
Greenock,EUROPE,B,0.868270289,0.843536895
Greensboro,NORTH AMERICA,B,0.856390646,0.832055853
Greenville1,NORTH AMERICA,B,0.802774415,0.767795352
Greenville2,NORTH AMERICA,B,0.803834938,0.807885088
Greenville3,AFRICA,E,0.973267257,0.97380787
Grenoble,EUROPE,B,0.868270289,0.842655459
Griffith,AUSTRALIA,C,0.548491446,0.551840853
Groningen,EUROPE,B,0.867910591,0.843719784
Grootfontein,AFRICA,C,0.845722395,0.757744606
Groznyy,EUROPE,A,0.983337674,0.954685456
Grudziadz,EUROPE,B,0.863401651,0.77949354
Gryazi,EUROPE,A,0.983337674,0.970146892
Guadalajara1,NORTH AMERICA,C,0.845722395,0.764546914
Guadalajara2,EUROPE,C,0.290070762,0.533010343
Guaira,SOUTH AMERICA,D,0.441640345,0.379497794
Guajara-Miram,SOUTH AMERICA,D,0.653811845,0.677715626
Gualeguay,SOUTH AMERICA,B,0.802774415,0.736995325
Gualeguaychu,SOUTH AMERICA,B,0.802774415,0.750193875
Guamuchil,NORTH AMERICA,D,0.555454658,0.658640819
Guanajuato,NORTH AMERICA,C,0.846419907,0.797943724
Guanambi,SOUTH AMERICA,D,0.555454658,0.658577671
Guanare,SOUTH AMERICA,D,0.656673658,0.695373023
Guangshui,ASIA,B,0.856390646,0.771919965
Guangyuan,ASIA,D,0.330236274,0.410699922
Guangzhou,ASIA,D,0.653811845,0.576587012
Guanhaes,SOUTH AMERICA,D,0.656673658,0.725855529
Guantanamo,NORTH AMERICA,D,0.656673658,0.72317419
Guaranda,SOUTH AMERICA,C,0.846419907,0.740466406
Guarapuava,SOUTH AMERICA,B,0.761189133,0.625983731
Guaratingueta,SOUTH AMERICA,D,0.656673658,0.724892956
Guasave,NORTH AMERICA,D,0.555454658,0.658484059
Guasdualito,SOUTH AMERICA,E,0.973267257,0.954437524
Guatemala,NORTH AMERICA,D,0.6566095,0.717876214
Guaxupe,SOUTH AMERICA,D,0.656673658,0.725608192
Guayaquil,SOUTH AMERICA,D,0.656673658,0.72504296
Guaynas,NORTH AMERICA,C,0.642606532,0.555688637
Gubakha,EUROPE,A,0.983337674,0.970110082
Gubkin,EUROPE,A,0.983337674,0.969986541
Guide,ASIA,A,0.77276186,0.753515787
Guider,AFRICA,D,0.555454658,0.694472268
Guiglo,AFRICA,D,0.656673658,0.692659872
Guilin,ASIA,B,0.049790234,0.156831775
Guines,NORTH AMERICA,D,0.656673658,0.701284585
Guiyang,ASIA,B,0.803836314,0.808299205
Gujranwala,ASIA,D,0.555454658,0.65644238
Gujrat,ASIA,D,0.555454658,0.660233386
Gulbarga,ASIA,D,0.555454658,0.659673053
Gulfport,NORTH AMERICA,B,0.76663205,0.700624052
Guliston,ASIA,C,0.848272162,0.808690804
Gulu,AFRICA,D,0.656673658,0.717056749
Gunnedah,AUSTRALIA,C,0.847576205,0.816194757
Gunnison,NORTH AMERICA,A,0.828566512,0.767631578
Gunsan,ASIA,B,0.868270289,0.843623157
Guntur,ASIA,D,0.555454658,0.666293966
Gurgaon,ASIA,D,0.555454658,0.659108262
Gurupi,SOUTH AMERICA,D,0.656673658,0.724994028
Guryevsk,ASIA,A,0.983337674,0.9701147
Gusau,AFRICA,D,0.555454658,0.658995239
Gusinoozyorsk,ASIA,A,0.983337674,0.970031385
Guwahati,ASIA,D,0.653811845,0.669609613
Guymon,NORTH AMERICA,C,0.848272162,0.795633126
Gwadar,ASIA,C,0.845722395,0.77492711
Gwalior,ASIA,D,0.555454658,0.659819214
Gwanda,AFRICA,C,0.845722395,0.791727487
Gwangju,ASIA,B,0.868270289,0.843307577
Gweru,AFRICA,C,0.845722395,0.770704215
Gyeongju,ASIA,B,0.868270289,0.842823735
Gympie,AUSTRALIA,D,0.555454658,0.689186597
Gyor,EUROPE,B,0.867910591,0.843697774
Gyumri,ASIA,A,0.983337674,0.969839222
Gyzlarbat,ASIA,C,0.848272162,0.807532617
Ha Giang,ASIA,E,0.973267257,0.912056557
Ha Tinh,ASIA,E,0.973267257,0.973777929
Haarlem,EUROPE,B,0.868270289,0.843555713
Hachinohe,ASIA,B,0.866816369,0.83760034
Hachioji,ASIA,B,0.868059835,0.841676592
Hadiboh,AFRICA,D,0.555454658,0.639377692
Haeju,ASIA,A,0.983337674,0.839761566
Hafar al Batin,ASIA,C,0.847849922,0.821595207
Hagere Hiywet,AFRICA,D,0.555454658,0.662521716
Hagerstown,NORTH AMERICA,B,0.868270289,0.842875052
Haifa,ASIA,C,0.848272162,0.743650253
Haikou,ASIA,D,0.653811845,0.630652094
Hail,ASIA,C,0.848272162,0.822819323
Hailar,ASIA,A,0.983337674,0.970099543
Hailun,ASIA,A,0.983337674,0.970056736
Haiphong,ASIA,D,0.653811845,0.660128517
Hajjah,ASIA,C,0.642606532,0.687991156
Hakkari,ASIA,C,0.289231726,0.371724006
Hakodate,ASIA,B,0.866816369,0.824060202
Halacho,NORTH AMERICA,D,0.555454658,0.673037917
Haldia,ASIA,D,0.656673658,0.713233056
Halifax,NORTH AMERICA,B,0.866816369,0.830716169
Halmstad,EUROPE,B,0.866816369,0.837800244
Hamadan,ASIA,C,0.848272162,0.742801952
Hamah,ASIA,C,0.848272162,0.823038623
Hamamatsu,ASIA,B,0.766040578,0.71039295
Hamburg,EUROPE,B,0.867910591,0.842961825
Hamhung,ASIA,A,0.983337674,0.970238875
Hami,ASIA,A,0.877418605,0.780907542
Hamilton1,NORTH AMERICA,E,0.973267257,0.966329059
Hamilton2,NORTH AMERICA,B,0.867910591,0.843458758
Hamilton3,POLYNESIA,B,0.779513067,0.785039454
Hamilton4,AUSTRALIA,C,0.290070762,0.433013288
Hammerfest,EUROPE,A,0.561914419,0.694949918
Hampton,NORTH AMERICA,B,0.863615543,0.838936814
Hancheng,ASIA,C,0.289793935,0.434152166
Hancock,NORTH AMERICA,A,0.983337674,0.97008933
Handan,ASIA,C,0.743741058,0.559010673
Hanggin Houqi,ASIA,A,0.983337674,0.905538627
Hangu,ASIA,A,0.983337674,0.923232046
Hangzhou,ASIA,B,0.856390646,0.790601212
Hania,EUROPE,C,0.848272162,0.735942453
Hannover,EUROPE,B,0.868270289,0.843084307
Hanoi,ASIA,D,0.653811845,0.653889919
Hanzhong,ASIA,C,0.848272162,0.69655394
Haora,ASIA,D,0.656673658,0.724035078
Happy Valley,NORTH AMERICA,A,0.983337674,0.970000469
Hapur,ASIA,D,0.555454658,0.658797219
Harar,AFRICA,D,0.555454658,0.620792658
Harare,AFRICA,C,0.846419907,0.79443282
Harbin,ASIA,A,0.983337674,0.970064356
Hardin,NORTH AMERICA,A,0.777484651,0.762816079
Hargeysa,AFRICA,C,0.845722395,0.762419777
Harlingen,NORTH AMERICA,D,0.333601481,0.534319513
Harper,AFRICA,E,0.973267257,0.973665761
Harrisburg,NORTH AMERICA,B,0.868270289,0.843379672
Harrisonburg,NORTH AMERICA,B,0.868270289,0.843513355
Harstad,EUROPE,B,0.866816369,0.813919985
Hartford,NORTH AMERICA,B,0.867910591,0.842155777
Hassi Messaoud,AFRICA,C,0.848272162,0.690685902
Hastings,POLYNESIA,B,0.802774415,0.785114375
Hat Yai,ASIA,E,0.973267257,0.956268112
Hatay,ASIA,C,0.290070762,0.555164559
Hathras,ASIA,D,0.555454658,0.658579779
Hattiesburg,NORTH AMERICA,B,0.769748968,0.730826861
Haugesund,EUROPE,B,0.867910591,0.843276101
Havana,NORTH AMERICA,D,0.464275756,0.556295991
Havre,NORTH AMERICA,A,0.983337674,0.940866794
Hays,NORTH AMERICA,C,0.291235614,0.427153592
Hearst,NORTH AMERICA,A,0.983337674,0.969999299
Hebi,ASIA,C,0.749245723,0.570878048
Hechi,ASIA,D,0.656673658,0.701610651
Hefei,ASIA,B,0.856390646,0.826355667
Hegang,ASIA,A,0.983337674,0.970094604
Heidelberg,EUROPE,B,0.868270289,0.84351759
Heihe,ASIA,A,0.983337674,0.970022683
Helena,NORTH AMERICA,A,0.983337674,0.839171065
Helong,ASIA,A,0.983337674,0.970097039
Helsingborg,EUROPE,B,0.867396836,0.841848289
Helsinki,EUROPE,B,0.866816369,0.819264365
Hengshui,ASIA,A,0.914344186,0.634079444
Hengyang,ASIA,B,0.764791609,0.704726118
Herat,ASIA,C,0.848272162,0.821655243
Hereford,NORTH AMERICA,C,0.848272162,0.816890062
Hermanus,AFRICA,B,0.802774415,0.733824609
Hermosillo,NORTH AMERICA,C,0.847576205,0.807703576
Hervey Bay,AUSTRALIA,D,0.656673658,0.702475997
Hetauda,ASIA,D,0.653811845,0.658392837
Heyuan,ASIA,D,0.559053054,0.576461968
Heze,ASIA,C,0.743741058,0.565425923
Hickory,NORTH AMERICA,B,0.856390646,0.828853315
Hidalgo del Parral,NORTH AMERICA,C,0.846419907,0.798596986
Hilo,POLYNESIA,E,0.973267257,0.973604848
Hims,ASIA,C,0.848272162,0.821622451
Hindupur,ASIA,D,0.555454658,0.659045308
Hinthada,ASIA,D,0.656673658,0.684649893
Hinton,NORTH AMERICA,A,0.983337674,0.970135332
Hios,EUROPE,C,0.848272162,0.745743933
Hirosaki,ASIA,B,0.867910591,0.842579713
Hiroshima,ASIA,B,0.76663205,0.751777191
Hisar,ASIA,D,0.555454658,0.649180896
Ho,AFRICA,D,0.656673658,0.696719112
Ho Chi Minh City,ASIA,D,0.653811845,0.670446116
Hoa Binh,ASIA,D,0.653811845,0.663136977
Hobart,AUSTRALIA,B,0.868270289,0.840936946
Hobbs,NORTH AMERICA,C,0.848272162,0.823222407
Hof,EUROPE,B,0.866816369,0.824982214
Hohhot,ASIA,A,0.983337674,0.942553762
Hokitika,POLYNESIA,E,0.265927434,0.443330949
Holguin,NORTH AMERICA,D,0.656673658,0.727342728
Homer,NORTH AMERICA,A,0.983337674,0.92101905
Homestead,NORTH AMERICA,D,0.620454658,0.591710469
Homyel,EUROPE,A,0.983337674,0.782045008
Hon Quan,ASIA,D,0.631763109,0.631238034
Honda,SOUTH AMERICA,E,0.973267257,0.973678011
Hong Gai,ASIA,E,0.973267257,0.927340859
Hong Kong,ASIA,F,0.958882353,0.836307725
Honiara,MELANESIA,E,0.973267257,0.973690642
Honolulu,POLYNESIA,E,0.973267257,0.967213652
Hoonah,NORTH AMERICA,B,0.866816369,0.814457349
Hooper Bay,NORTH AMERICA,A,0.983337674,0.97023211
Hopedale,NORTH AMERICA,A,0.983337674,0.970040722
Hopkinsville,NORTH AMERICA,B,0.842949794,0.828421668
Horlivka,EUROPE,B,0.865983494,0.66709936
Horqueta,SOUTH AMERICA,D,0.656673658,0.718671615
Horsham,AUSTRALIA,C,0.558852255,0.584431601
Horta,AFRICA,B,0.769748968,0.753711722
Hosaina,AFRICA,D,0.555454658,0.652998192
Hoshiarpur,ASIA,D,0.555454658,0.658805452
Hoskins,MELANESIA,E,0.973267257,0.973623263
Hospet,ASIA,D,0.555454658,0.65834629
Hot Springs,NORTH AMERICA,B,0.802774415,0.780122317
Hotan,ASIA,C,0.461123639,0.544704455
Houlton,NORTH AMERICA,A,0.983337674,0.970151339
Houma1,NORTH AMERICA,B,0.761189133,0.635240659
Houma2,ASIA,C,0.289793935,0.464909795
Houston,NORTH AMERICA,B,0.802774415,0.762255916
Hrodna,EUROPE,B,0.865983494,0.807390056
Hsinchu,ASIA,D,0.441640345,0.416338095
Hua Hin,ASIA,D,0.656673658,0.724894762
Huacho,SOUTH AMERICA,C,0.848272162,0.739202657
Huaibei,ASIA,C,0.739083204,0.526564053
Huainan,ASIA,F,0.964294118,0.858848606
Huaiyin,ASIA,B,0.85441403,0.681810169
Huajuapan de Leon,NORTH AMERICA,C,0.781291602,0.7357323
Hualien,ASIA,E,0.973267257,0.973562999
Huamachuco,SOUTH AMERICA,C,0.846419907,0.800602163
Huambo,AFRICA,D,0.555454658,0.668388788
Huancavelica,SOUTH AMERICA,C,0.847849922,0.734598298
Huancayo,SOUTH AMERICA,C,0.847849922,0.797223005
Huangshi,ASIA,B,0.739536451,0.661481863
Huangyan,ASIA,B,0.856390646,0.80745113
Huanren,ASIA,A,0.983337674,0.969943122
Huanta,SOUTH AMERICA,C,0.845722395,0.793749665
Huanuco,SOUTH AMERICA,C,0.845722395,0.787985256
Huaraz,SOUTH AMERICA,C,0.847011664,0.806080256
Huarmey,SOUTH AMERICA,C,0.846419907,0.794085152
Huasco,SOUTH AMERICA,C,0.847849922,0.818525719
Huatabampo,NORTH AMERICA,D,0.555454658,0.645569708
Huaura,SOUTH AMERICA,C,0.848272162,0.807361118
Hubli,ASIA,D,0.555454658,0.660810572
Hudson Bay,NORTH AMERICA,A,0.983337674,0.970205622
Hue,ASIA,E,0.973267257,0.973509407
Huehuetenango,NORTH AMERICA,D,0.555454658,0.635362906
Huelva,EUROPE,C,0.848272162,0.733954097
Hughenden,AUSTRALIA,D,0.555454658,0.635082567
Huinan,ASIA,A,0.983337674,0.970109698
Huize,ASIA,C,0.287748056,0.398208555
Huizhou,ASIA,D,0.505910549,0.569818886
Hulan Ergi,ASIA,A,0.983337674,0.970139504
Hulin,ASIA,A,0.983337674,0.970195216
Hun,AFRICA,C,0.847576205,0.819126254
Hunanghua,ASIA,A,0.913364651,0.617956177
Hungnam,ASIA,A,0.983337674,0.970055508
Huntington,NORTH AMERICA,B,0.868270289,0.842166804
Huntsville1,NORTH AMERICA,B,0.802774415,0.755973915
Huntsville2,NORTH AMERICA,B,0.802774415,0.790317778
Hurghada,AFRICA,C,0.848272162,0.822140874
Hutchinson,NORTH AMERICA,C,0.291235614,0.428159604
Huzhou,ASIA,B,0.856390646,0.791516599
Hwange,AFRICA,C,0.642606532,0.576571382
Hyderabad1,ASIA,D,0.555454658,0.647038117
Hyderabad2,ASIA,D,0.555454658,0.657900736
Hyeson,ASIA,A,0.983337674,0.969962976
I-n-Amenas,AFRICA,C,0.848272162,0.822461825
I-n-Salah,AFRICA,C,0.847576205,0.814510828
Iasi,EUROPE,B,0.866816369,0.74120169
Ibadan,AFRICA,D,0.656673658,0.704156598
Ibague,SOUTH AMERICA,E,0.973267257,0.973694666
Ibarra,SOUTH AMERICA,C,0.846419907,0.788686963
Ibb,ASIA,C,0.845722395,0.769658767
Ica,SOUTH AMERICA,C,0.847849922,0.817941043
Icel,ASIA,C,0.290070762,0.477148409
Ico,SOUTH AMERICA,D,0.555454658,0.675419465
Idah,AFRICA,D,0.656673658,0.706657981
Idaho Falls,NORTH AMERICA,C,0.291235614,0.397525209
Idlib,ASIA,C,0.848272162,0.82185589
Ifakara,AFRICA,D,0.656673658,0.700927701
Ife,AFRICA,D,0.656673658,0.692783873
Igarka,ASIA,A,0.983337674,0.970123925
Iguala,NORTH AMERICA,D,0.555454658,0.657900159
Iguape,SOUTH AMERICA,E,0.973267257,0.973656062
Iguatu,SOUTH AMERICA,D,0.656673658,0.725039371
Ihosy,AFRICA,D,0.555454658,0.658580717
Ijebu Ode,AFRICA,D,0.656673658,0.689886776
Ijui,SOUTH AMERICA,E,0.973267257,0.88647182
Ikare,AFRICA,D,0.656673658,0.70825883
Ikela,AFRICA,E,0.973267257,0.973629839
Iksan,ASIA,B,0.868270289,0.843669021
Ilam,ASIA,C,0.848272162,0.821621053
Ilebo,AFRICA,D,0.656673658,0.693936822
Ilheus,SOUTH AMERICA,E,0.973267257,0.973563933
Iligan,MALAY ARCHIPELAGO,E,0.973267257,0.973687491
Illapel,SOUTH AMERICA,C,0.847576205,0.814554522
Illichivsk,EUROPE,B,0.866816369,0.804839184
Illizi,AFRICA,C,0.847576205,0.818707345
Ilo,SOUTH AMERICA,C,0.848272162,0.791507056
Iloilo,MALAY ARCHIPELAGO,E,0.973267257,0.97337273
Ilorin,AFRICA,D,0.656673658,0.725556368
Imbituba,SOUTH AMERICA,B,0.390558459,0.298759543
Imperatriz,SOUTH AMERICA,D,0.656673658,0.693888297
Imphal,ASIA,E,0.973267257,0.923209838
Incheon,ASIA,B,0.867910591,0.843175934
Independence,NORTH AMERICA,B,0.868270289,0.842387267
Indianapolis,NORTH AMERICA,B,0.868270289,0.843089339
Indore,ASIA,D,0.555454658,0.659215667
Indramayu,MALAY ARCHIPELAGO,E,0.973267257,0.97066698
Ingeniero Guillermo N. Juarez,SOUTH AMERICA,D,0.555454658,0.644836323
Ingham,AUSTRALIA,E,0.973267257,0.935663822
Ingolstadt,EUROPE,B,0.867396836,0.84158298
Inhambane,AFRICA,D,0.656673658,0.727002794
Inhumas,SOUTH AMERICA,D,0.656673658,0.725350157
Innisfail,AUSTRALIA,E,0.973267257,0.973709587
Innsbruck,EUROPE,B,0.865983494,0.813530454
Inongo,AFRICA,E,0.973267257,0.973646207
Inowroclaw,EUROPE,B,0.866816369,0.786136849
Inta,EUROPE,A,0.983337674,0.970149292
International Falls,NORTH AMERICA,A,0.983337674,0.970129035
Invercargill,POLYNESIA,B,0.868270289,0.842550348
Inverell,AUSTRALIA,C,0.848272162,0.678377718
Inverness,EUROPE,B,0.868270289,0.842687477
Ioanina,EUROPE,B,0.802774415,0.747968467
Iowa City,NORTH AMERICA,A,0.983337674,0.964337111
Ipatinga,SOUTH AMERICA,D,0.656673658,0.726761418
Ipiales,SOUTH AMERICA,B,0.802774415,0.650352715
Ipoh,ASIA,E,0.973267257,0.973652284
Ipora,SOUTH AMERICA,D,0.656673658,0.726014647
Ipswich,EUROPE,B,0.868270289,0.843956758
Ipu,SOUTH AMERICA,D,0.604093152,0.706261311
Iquique,SOUTH AMERICA,C,0.290070762,0.53968267
Iquitos,SOUTH AMERICA,E,0.973267257,0.973542215
Iracoubo,SOUTH AMERICA,E,0.973267257,0.973619617
Iraklio,EUROPE,C,0.583050544,0.612659099
Irati,SOUTH AMERICA,B,0.761189133,0.464438482
Irbid,ASIA,C,0.848272162,0.822795065
Irbil,ASIA,C,0.848272162,0.752165394
Irece,SOUTH AMERICA,D,0.555454658,0.659109798
Iringa,AFRICA,D,0.555454658,0.658539342
Irkutsk,ASIA,A,0.983337674,0.970140371
Iron Mountain,NORTH AMERICA,A,0.983337674,0.969991329
Ironwood,NORTH AMERICA,A,0.983337674,0.970091993
Irvine,NORTH AMERICA,C,0.290070762,0.543870184
Isafjordur,NORTH AMERICA,B,0.863401651,0.777159896
Iseyin,AFRICA,D,0.656673658,0.723984054
Isfahan,ASIA,C,0.848272162,0.811057422
Ishim,ASIA,A,0.983337674,0.970173628
Isikul,ASIA,A,0.983337674,0.970055647
Isiro,AFRICA,E,0.973267257,0.973557792
Iskandar,ASIA,C,0.848272162,0.68484131
Iskenderun,ASIA,B,0.802774415,0.71897899
Iskitim,ASIA,A,0.983337674,0.969884787
Islamabad,ASIA,D,0.555454658,0.658475488
Ismailia,AFRICA,C,0.848272162,0.822930657
Isna,AFRICA,C,0.847849922,0.82182575
Isparta,ASIA,C,0.290070762,0.431641891
Istanbul,ASIA,B,0.802774415,0.779849981
Ita,SOUTH AMERICA,D,0.656673658,0.682752907
Itaberaba,SOUTH AMERICA,D,0.555454658,0.670919233
Itaberai,SOUTH AMERICA,D,0.656673658,0.72504506
Itabuna,SOUTH AMERICA,E,0.973267257,0.973680832
Itacoatiara,SOUTH AMERICA,E,0.973267257,0.973674611
Itaituba,SOUTH AMERICA,E,0.973267257,0.973610755
Itajai,SOUTH AMERICA,B,0.049790234,0.216848408
Itamaraju,SOUTH AMERICA,D,0.44253979,0.464376358
Itambe,SOUTH AMERICA,D,0.555454658,0.674220146
Itanhaem,SOUTH AMERICA,E,0.973267257,0.973698197
Itapecuru Mirim,SOUTH AMERICA,E,0.973267257,0.922634332
Itapetinga,SOUTH AMERICA,D,0.590555213,0.705808269
Itapetininga,SOUTH AMERICA,D,0.656673658,0.724751118
Itapeva,SOUTH AMERICA,D,0.656673658,0.703939747
Itapipoca,SOUTH AMERICA,D,0.656673658,0.724118227
Itauna,SOUTH AMERICA,D,0.656673658,0.725864194
Ithaca,NORTH AMERICA,B,0.863401651,0.757906189
Itigi,AFRICA,D,0.555454658,0.659871012
Itu,SOUTH AMERICA,D,0.656673658,0.721094929
Ituiutaba,SOUTH AMERICA,D,0.656673658,0.725601015
Itumbiara,SOUTH AMERICA,D,0.656673658,0.725427087
Iturama,SOUTH AMERICA,D,0.656673658,0.72616751
Ivano-Frankivsk,EUROPE,A,0.983337674,0.930301383
Ivanovo,EUROPE,A,0.983337674,0.970107394
Ivdel,ASIA,A,0.983337674,0.970195446
Iwaki,ASIA,B,0.868270289,0.843674905
Iwo,AFRICA,D,0.656673658,0.714926542
Izamal,NORTH AMERICA,D,0.564602714,0.702345028
Izaz,ASIA,C,0.848272162,0.822075463
Izhevsk,EUROPE,A,0.983337674,0.970220582
Izmayil,EUROPE,B,0.696762724,0.615050606
Izmir,ASIA,C,0.290070762,0.456421025
Jabalpur,ASIA,D,0.555454658,0.665446563
Jaboatao,SOUTH AMERICA,D,0.653811845,0.677547046
Jaboticabal,SOUTH AMERICA,D,0.656673658,0.726148719
Jacarezinho,SOUTH AMERICA,D,0.656673658,0.723451114
Jackson1,NORTH AMERICA,B,0.802774415,0.762312442
Jackson2,NORTH AMERICA,B,0.802774415,0.797928949
Jacksonville1,NORTH AMERICA,B,0.771259972,0.729990071
Jacksonville2,NORTH AMERICA,B,0.769748968,0.740990965
Jaen,SOUTH AMERICA,D,0.555454658,0.667297891
Jaffna,ASIA,D,0.655966687,0.681781247
Jaguaquara,SOUTH AMERICA,D,0.456160395,0.485051156
Jaguarao,SOUTH AMERICA,B,0.76663205,0.719633594
Jaipur,ASIA,D,0.555454658,0.659753001
Jakarta,MALAY ARCHIPELAGO,F,0.949882353,0.791312367
Jalal Abad,ASIA,C,0.846880249,0.687759042
Jalalabad,ASIA,C,0.847576205,0.816154276
Jalingo,AFRICA,D,0.555454658,0.66992723
Jaltipan,NORTH AMERICA,D,0.652927822,0.643899478
Jamaame,AFRICA,D,0.555454658,0.659246761
Jamalpur,ASIA,D,0.653811845,0.659232475
Jambi,MALAY ARCHIPELAGO,E,0.973267257,0.973667144
